trigger_class,rt,prior,workerid,slide_number_in_experiment,question_type,prior_fact,Answer.time_in_minutes,trigger,short_trigger,content,response,block,american,comments,language,age,trial
C,23246,high_prior,436,28,projective,Jayden's car is in the shop,9.061916666666667,admit,admit,jayden,0.86,block1,Yes,NA,English,30,24
C,7465,low_prior,436,29,projective,Julian is German,9.061916666666667,think,think,julian,0.06,block1,Yes,NA,English,30,25
MC,8103,NA,436,30,projective,Garages are used to store cars and other things,9.061916666666667,MC,MC,garage,0.01,block1,Yes,NA,English,30,26
C,17369,low_prior,436,32,ai,Charley lives in Korea,9.061916666666667,say,say,charley,0.38,block2,Yes,NA,English,30,27
MC,5935,NA,436,33,ai,Ballet is a type of dance,9.061916666666667,MC,MC,ballet,0.010000000000000009,block2,Yes,NA,English,30,28
C,10292,low_prior,436,34,ai,Mary is a middle school student,9.061916666666667,acknowledge,acknowledge,mary,0.86,block2,Yes,NA,English,30,29
MC,4867,NA,436,35,ai,Hats are worn on the head,9.061916666666667,MC,MC,hat,0.020000000000000018,block2,Yes,NA,English,30,30
C,9961,low_prior,436,36,ai,Jackson is obese,9.061916666666667,know,know,jackson,0.8,block2,Yes,NA,English,30,31
C,8807,low_prior,436,37,ai,Emma is in first grade,9.061916666666667,be_annoyed,be_annoyed,emma,0.99,block2,Yes,NA,English,30,32
C,6460,low_prior,436,38,ai,Tony has been sober for 20 years,9.061916666666667,confess,confess,tony,0.94,block2,Yes,NA,English,30,33
C,13242,high_prior,436,39,ai,Frank has always wanted a pet,9.061916666666667,prove,prove,frank,0.33999999999999997,block2,Yes,NA,English,30,34
C,6479,high_prior,436,40,ai,Zoe is a math major,9.061916666666667,inform,inform,zoe,0.99,block2,Yes,NA,English,30,35
C,7929,low_prior,436,41,ai,Isabella is a vegetarian,9.061916666666667,reveal,reveal,isabella,0.98,block2,Yes,NA,English,30,36
MC,4251,NA,436,42,ai,Muffins are sold at the bakery,9.061916666666667,MC,MC,muffins,0.020000000000000018,block2,Yes,NA,English,30,37
C,9581,high_prior,436,43,ai,Olivia works the third shift,9.061916666666667,establish,establish,olivia,0.8,block2,Yes,NA,English,30,38
C,8553,low_prior,436,44,ai,Julian is German,9.061916666666667,think,think,julian,0.43000000000000005,block2,Yes,NA,English,30,39
C,7785,low_prior,436,45,ai,Josh is a 75-year old man,9.061916666666667,suggest,suggest,josh,0.38,block2,Yes,NA,English,30,40
C,6577,high_prior,436,46,ai,Emily has been saving for a year,9.061916666666667,demonstrate,demonstrate,emily,0.91,block2,Yes,NA,English,30,41
MC,6475,NA,436,47,ai,Garages are used to store cars and other things,9.061916666666667,MC,MC,garage,0.010000000000000009,block2,Yes,NA,English,30,42
C,9948,high_prior,436,48,ai,Josie loves France,9.061916666666667,hear,hear,josie,0.65,block2,Yes,NA,English,30,43
MC,5282,NA,436,49,ai,Pizza is sold at the pizzeria,9.061916666666667,MC,MC,pizza,0.020000000000000018,block2,Yes,NA,English,30,44
C,7526,high_prior,436,50,ai,Sophia is a hipster,9.061916666666667,pretend,pretend,sophia,0.96,block2,Yes,NA,English,30,45
C,7114,low_prior,436,51,ai,Grace hates her sister,9.061916666666667,confirm,confirm,grace,0.20999999999999996,block2,Yes,NA,English,30,46
C,6283,high_prior,436,52,ai,Owen lives in Chicago,9.061916666666667,announce,announce,owen,0.5,block2,Yes,NA,English,30,47
C,10046,high_prior,436,53,ai,Danny loves cake,9.061916666666667,be_right,be_right,danny,0.06000000000000005,block2,Yes,NA,English,30,48
C,5871,high_prior,436,54,ai,Jon lives 2 blocks away from work,9.061916666666667,discover,discover,jon,0.98,block2,Yes,NA,English,30,49
C,12191,high_prior,436,55,ai,Jayden's car is in the shop,9.061916666666667,admit,admit,jayden,0.88,block2,Yes,NA,English,30,50
C,6453,low_prior,436,56,ai,Mia is a nun,9.061916666666667,see,see,mia,0.65,block2,Yes,NA,English,30,51
MC,5213,NA,436,57,ai,Many children like ice cream,9.061916666666667,MC,MC,kids,0.020000000000000018,block2,Yes,NA,English,30,52
MC,9037,NA,437,5,projective,Pizza is sold at the pizzeria,6.8696,MC,MC,pizza,0.02,block1,Yes,"This was enjoyable, thank you!",English,35,1
C,7257,low_prior,437,6,projective,Josh is a 75-year old man,6.8696,see,see,josh,0.95,block1,Yes,"This was enjoyable, thank you!",English,35,2
MC,7835,NA,437,7,projective,Many children like ice cream,6.8696,MC,MC,kids,0,block1,Yes,"This was enjoyable, thank you!",English,35,3
C,9291,high_prior,437,8,projective,Isabella is from Argentina,6.8696,be_annoyed,be_annoyed,isabella,0.99,block1,Yes,"This was enjoyable, thank you!",English,35,4
C,8576,low_prior,437,9,projective,Owen lives in New Orleans,6.8696,inform,inform,owen,0.97,block1,Yes,"This was enjoyable, thank you!",English,35,5
C,5864,low_prior,437,10,projective,Jayden doesn't have a driver's license,6.8696,acknowledge,acknowledge,jayden,0.97,block1,Yes,"This was enjoyable, thank you!",English,35,6
C,7704,low_prior,437,11,projective,Emma is in first grade,6.8696,establish,establish,emma,0.18,block1,Yes,"This was enjoyable, thank you!",English,35,7
C,8669,high_prior,437,12,projective,Josie loves France,6.8696,reveal,reveal,josie,0.75,block1,Yes,"This was enjoyable, thank you!",English,35,8
MC,4569,NA,437,13,projective,Hats are worn on the head,6.8696,MC,MC,hat,0.01,block1,Yes,"This was enjoyable, thank you!",English,35,9
C,3971,low_prior,437,14,projective,Olivia has two small children,6.8696,admit,admit,olivia,0.95,block1,Yes,"This was enjoyable, thank you!",English,35,10
C,8905,high_prior,437,15,projective,Jon lives 2 blocks away from work,6.8696,be_right,be_right,jon,0.03,block1,Yes,"This was enjoyable, thank you!",English,35,11
C,6301,low_prior,437,16,projective,Zoe is 5 years old,6.8696,think,think,zoe,0.11,block1,Yes,"This was enjoyable, thank you!",English,35,12
C,10962,high_prior,437,17,projective,Mia is a college student,6.8696,announce,announce,mia,0.71,block1,Yes,"This was enjoyable, thank you!",English,35,13
C,7142,high_prior,437,18,projective,Charley lives in Mexico,6.8696,say,say,charley,0.03,block1,Yes,"This was enjoyable, thank you!",English,35,14
C,16297,low_prior,437,19,projective,Emily never has any money,6.8696,pretend,pretend,emily,0.05,block1,Yes,"This was enjoyable, thank you!",English,35,15
MC,6324,NA,437,20,projective,Muffins are sold at the bakery,6.8696,MC,MC,muffins,0.04,block1,Yes,"This was enjoyable, thank you!",English,35,16
MC,8310,NA,437,21,projective,Ballet is a type of dance,6.8696,MC,MC,ballet,0,block1,Yes,"This was enjoyable, thank you!",English,35,17
C,8340,low_prior,437,22,projective,Sophia is a high end fashion model,6.8696,suggest,suggest,sophia,0.03,block1,Yes,"This was enjoyable, thank you!",English,35,18
C,7277,high_prior,437,23,projective,Julian is Cuban,6.8696,hear,hear,julian,0.88,block1,Yes,"This was enjoyable, thank you!",English,35,19
C,8737,low_prior,437,24,projective,Jackson is obese,6.8696,demonstrate,demonstrate,jackson,0.22,block1,Yes,"This was enjoyable, thank you!",English,35,20
MC,6232,NA,437,25,projective,Garages are used to store cars and other things,6.8696,MC,MC,garage,0,block1,Yes,"This was enjoyable, thank you!",English,35,21
C,7237,high_prior,437,26,projective,Grace loves her sister,6.8696,confirm,confirm,grace,0.67,block1,Yes,"This was enjoyable, thank you!",English,35,22
C,8184,high_prior,437,27,projective,Tony really likes to party with his friends,6.8696,know,know,tony,1,block1,Yes,"This was enjoyable, thank you!",English,35,23
C,7690,high_prior,437,28,projective,Mary is taking a prenatal yoga class,6.8696,confess,confess,mary,1,block1,Yes,"This was enjoyable, thank you!",English,35,24
C,6018,low_prior,437,29,projective,Frank is allergic to cats,6.8696,prove,prove,frank,0.62,block1,Yes,"This was enjoyable, thank you!",English,35,25
C,9015,high_prior,437,30,projective,Danny loves cake,6.8696,discover,discover,danny,0.96,block1,Yes,"This was enjoyable, thank you!",English,35,26
MC,8064,NA,437,32,ai,Many children like ice cream,6.8696,MC,MC,kids,0,block2,Yes,"This was enjoyable, thank you!",English,35,27
C,6183,high_prior,437,33,ai,Grace loves her sister,6.8696,confirm,confirm,grace,0,block2,Yes,"This was enjoyable, thank you!",English,35,28
C,3871,high_prior,437,34,ai,Julian is Cuban,6.8696,hear,hear,julian,0,block2,Yes,"This was enjoyable, thank you!",English,35,29
C,5118,low_prior,437,35,ai,Frank is allergic to cats,6.8696,prove,prove,frank,0,block2,Yes,"This was enjoyable, thank you!",English,35,30
MC,4355,NA,437,36,ai,Ballet is a type of dance,6.8696,MC,MC,ballet,0,block2,Yes,"This was enjoyable, thank you!",English,35,31
C,9598,low_prior,437,37,ai,Josh is a 75-year old man,6.8696,see,see,josh,1,block2,Yes,"This was enjoyable, thank you!",English,35,32
MC,4512,NA,437,38,ai,Muffins are sold at the bakery,6.8696,MC,MC,muffins,0,block2,Yes,"This was enjoyable, thank you!",English,35,33
C,5350,low_prior,437,39,ai,Sophia is a high end fashion model,6.8696,suggest,suggest,sophia,0.9299999999999999,block2,Yes,"This was enjoyable, thank you!",English,35,34
C,5602,low_prior,437,40,ai,Emily never has any money,6.8696,pretend,pretend,emily,0.99,block2,Yes,"This was enjoyable, thank you!",English,35,35
C,7390,low_prior,437,41,ai,Owen lives in New Orleans,6.8696,inform,inform,owen,1,block2,Yes,"This was enjoyable, thank you!",English,35,36
C,6641,high_prior,437,42,ai,Jon lives 2 blocks away from work,6.8696,be_right,be_right,jon,0.040000000000000036,block2,Yes,"This was enjoyable, thank you!",English,35,37
C,5918,low_prior,437,43,ai,Zoe is 5 years old,6.8696,think,think,zoe,0.88,block2,Yes,"This was enjoyable, thank you!",English,35,38
C,6657,high_prior,437,44,ai,Charley lives in Mexico,6.8696,say,say,charley,0.06999999999999995,block2,Yes,"This was enjoyable, thank you!",English,35,39
MC,6652,NA,437,45,ai,Pizza is sold at the pizzeria,6.8696,MC,MC,pizza,0,block2,Yes,"This was enjoyable, thank you!",English,35,40
C,5303,high_prior,437,46,ai,Danny loves cake,6.8696,discover,discover,danny,0.9299999999999999,block2,Yes,"This was enjoyable, thank you!",English,35,41
C,6429,high_prior,437,47,ai,Mia is a college student,6.8696,announce,announce,mia,0.92,block2,Yes,"This was enjoyable, thank you!",English,35,42
C,6737,high_prior,437,48,ai,Isabella is from Argentina,6.8696,be_annoyed,be_annoyed,isabella,1,block2,Yes,"This was enjoyable, thank you!",English,35,43
MC,4892,NA,437,49,ai,Garages are used to store cars and other things,6.8696,MC,MC,garage,0,block2,Yes,"This was enjoyable, thank you!",English,35,44
C,18801,low_prior,437,50,ai,Jayden doesn't have a driver's license,6.8696,acknowledge,acknowledge,jayden,0.37,block2,Yes,"This was enjoyable, thank you!",English,35,45
C,3219,low_prior,437,51,ai,Emma is in first grade,6.8696,establish,establish,emma,0.29000000000000004,block2,Yes,"This was enjoyable, thank you!",English,35,46
MC,2829,NA,437,52,ai,Hats are worn on the head,6.8696,MC,MC,hat,0,block2,Yes,"This was enjoyable, thank you!",English,35,47
C,5179,high_prior,437,53,ai,Josie loves France,6.8696,reveal,reveal,josie,0.050000000000000044,block2,Yes,"This was enjoyable, thank you!",English,35,48
C,5919,low_prior,437,54,ai,Olivia has two small children,6.8696,admit,admit,olivia,0.89,block2,Yes,"This was enjoyable, thank you!",English,35,49
C,4289,high_prior,437,55,ai,Mary is taking a prenatal yoga class,6.8696,confess,confess,mary,0.27,block2,Yes,"This was enjoyable, thank you!",English,35,50
C,4719,low_prior,437,56,ai,Jackson is obese,6.8696,demonstrate,demonstrate,jackson,0.29000000000000004,block2,Yes,"This was enjoyable, thank you!",English,35,51
C,4407,high_prior,437,57,ai,Tony really likes to party with his friends,6.8696,know,know,tony,0.95,block2,Yes,"This was enjoyable, thank you!",English,35,52
C,9659,low_prior,438,5,projective,Mary is a middle school student,9.571266666666666,suggest,suggest,mary,0.19,block1,Yes,NA,English,33,1
C,8652,low_prior,438,6,projective,Zoe is 5 years old,9.571266666666666,pretend,pretend,zoe,0.39,block1,Yes,NA,English,33,2
MC,6598,NA,438,7,projective,Hats are worn on the head,9.571266666666666,MC,MC,hat,0.17,block1,Yes,NA,English,33,3
C,8187,high_prior,438,8,projective,Grace loves her sister,9.571266666666666,reveal,reveal,grace,0.75,block1,Yes,NA,English,33,4
C,8863,low_prior,438,9,projective,Josie doesn't have a passport,9.571266666666666,be_annoyed,be_annoyed,josie,0.8,block1,Yes,NA,English,33,5
C,5436,low_prior,438,10,projective,Tony has been sober for 20 years,9.571266666666666,know,know,tony,0.91,block1,Yes,NA,English,33,6
C,20253,high_prior,438,11,projective,Julian is Cuban,9.571266666666666,discover,discover,julian,0.77,block1,Yes,NA,English,33,7
C,14865,high_prior,438,12,projective,Emma is in law school,9.571266666666666,see,see,emma,0.68,block1,Yes,NA,English,33,8
C,5425,high_prior,438,13,projective,Charley lives in Mexico,9.571266666666666,acknowledge,acknowledge,charley,0.58,block1,Yes,NA,English,33,9
C,7546,high_prior,438,14,projective,Josh is a 5-year old boy,9.571266666666666,demonstrate,demonstrate,josh,0.68,block1,Yes,NA,English,33,10
C,21725,low_prior,438,15,projective,Jayden doesn't have a driver's license,9.571266666666666,think,think,jayden,0.32,block1,Yes,NA,English,33,11
C,6086,high_prior,438,16,projective,Frank has always wanted a pet,9.571266666666666,admit,admit,frank,0.4,block1,Yes,NA,English,33,12
C,26418,low_prior,438,17,projective,Danny is a diabetic,9.571266666666666,prove,prove,danny,0.31,block1,Yes,NA,English,33,13
MC,8707,NA,438,18,projective,Garages are used to store cars and other things,9.571266666666666,MC,MC,garage,0.13,block1,Yes,NA,English,33,14
C,8762,high_prior,438,19,projective,Jackson is training for a marathon,9.571266666666666,establish,establish,jackson,0.58,block1,Yes,NA,English,33,15
C,6321,low_prior,438,20,projective,Mia is a nun,9.571266666666666,hear,hear,mia,0.72,block1,Yes,NA,English,33,16
MC,18438,NA,438,21,projective,Ballet is a type of dance,9.571266666666666,MC,MC,ballet,0.15,block1,Yes,NA,English,33,17
MC,13766,NA,438,22,projective,Muffins are sold at the bakery,9.571266666666666,MC,MC,muffins,0.18,block1,Yes,NA,English,33,18
C,34539,low_prior,438,23,projective,Isabella is a vegetarian,9.571266666666666,announce,announce,isabella,0.48,block1,Yes,NA,English,33,19
C,11310,high_prior,438,24,projective,Sophia is a hipster,9.571266666666666,confess,confess,sophia,0.62,block1,Yes,NA,English,33,20
C,10535,low_prior,438,25,projective,Owen lives in New Orleans,9.571266666666666,be_right,be_right,owen,0.14,block1,Yes,NA,English,33,21
C,7698,high_prior,438,26,projective,Olivia works the third shift,9.571266666666666,say,say,olivia,0.39,block1,Yes,NA,English,33,22
C,27478,low_prior,438,27,projective,Emily never has any money,9.571266666666666,inform,inform,emily,0.3,block1,Yes,NA,English,33,23
MC,5913,NA,438,28,projective,Many children like ice cream,9.571266666666666,MC,MC,kids,0.12,block1,Yes,NA,English,33,24
C,14202,high_prior,438,29,projective,Jon lives 2 blocks away from work,9.571266666666666,confirm,confirm,jon,0.56,block1,Yes,NA,English,33,25
MC,3766,NA,438,30,projective,Pizza is sold at the pizzeria,9.571266666666666,MC,MC,pizza,0.15,block1,Yes,NA,English,33,26
C,11625,high_prior,438,32,ai,Charley lives in Mexico,9.571266666666666,acknowledge,acknowledge,charley,0.72,block2,Yes,NA,English,33,27
MC,4851,NA,438,33,ai,Garages are used to store cars and other things,9.571266666666666,MC,MC,garage,0.07999999999999996,block2,Yes,NA,English,33,28
C,76231,high_prior,438,34,ai,Jon lives 2 blocks away from work,9.571266666666666,confirm,confirm,jon,0.7,block2,Yes,NA,English,33,29
C,4144,low_prior,438,35,ai,Jayden doesn't have a driver's license,9.571266666666666,think,think,jayden,0.69,block2,Yes,NA,English,33,30
MC,2500,NA,438,36,ai,Muffins are sold at the bakery,9.571266666666666,MC,MC,muffins,0.13,block2,Yes,NA,English,33,31
C,3322,low_prior,438,37,ai,Mia is a nun,9.571266666666666,hear,hear,mia,0.8,block2,Yes,NA,English,33,32
C,3092,low_prior,438,38,ai,Isabella is a vegetarian,9.571266666666666,announce,announce,isabella,0.86,block2,Yes,NA,English,33,33
C,5365,high_prior,438,39,ai,Julian is Cuban,9.571266666666666,discover,discover,julian,0.87,block2,Yes,NA,English,33,34
C,4664,high_prior,438,40,ai,Emma is in law school,9.571266666666666,see,see,emma,0.84,block2,Yes,NA,English,33,35
C,5226,high_prior,438,41,ai,Jackson is training for a marathon,9.571266666666666,establish,establish,jackson,0.8,block2,Yes,NA,English,33,36
C,3141,high_prior,438,42,ai,Josh is a 5-year old boy,9.571266666666666,demonstrate,demonstrate,josh,0.8200000000000001,block2,Yes,NA,English,33,37
C,7246,low_prior,438,43,ai,Josie doesn't have a passport,9.571266666666666,be_annoyed,be_annoyed,josie,0.9,block2,Yes,NA,English,33,38
MC,4480,NA,438,44,ai,Hats are worn on the head,9.571266666666666,MC,MC,hat,0,block2,Yes,NA,English,33,39
C,3000,high_prior,438,45,ai,Sophia is a hipster,9.571266666666666,confess,confess,sophia,0.87,block2,Yes,NA,English,33,40
C,2416,low_prior,438,46,ai,Danny is a diabetic,9.571266666666666,prove,prove,danny,0.88,block2,Yes,NA,English,33,41
MC,3247,NA,438,47,ai,Pizza is sold at the pizzeria,9.571266666666666,MC,MC,pizza,0,block2,Yes,NA,English,33,42
C,2190,high_prior,438,48,ai,Grace loves her sister,9.571266666666666,reveal,reveal,grace,0.84,block2,Yes,NA,English,33,43
MC,2949,NA,438,49,ai,Ballet is a type of dance,9.571266666666666,MC,MC,ballet,0,block2,Yes,NA,English,33,44
C,3543,low_prior,438,50,ai,Zoe is 5 years old,9.571266666666666,pretend,pretend,zoe,0.9299999999999999,block2,Yes,NA,English,33,45
MC,15183,NA,438,51,ai,Many children like ice cream,9.571266666666666,MC,MC,kids,0,block2,Yes,NA,English,33,46
C,2819,low_prior,438,52,ai,Emily never has any money,9.571266666666666,inform,inform,emily,0.85,block2,Yes,NA,English,33,47
C,8665,low_prior,438,53,ai,Owen lives in New Orleans,9.571266666666666,be_right,be_right,owen,0.79,block2,Yes,NA,English,33,48
C,7081,low_prior,438,54,ai,Tony has been sober for 20 years,9.571266666666666,know,know,tony,0.8200000000000001,block2,Yes,NA,English,33,49
C,3856,low_prior,438,55,ai,Mary is a middle school student,9.571266666666666,suggest,suggest,mary,0.78,block2,Yes,NA,English,33,50
C,2879,high_prior,438,56,ai,Frank has always wanted a pet,9.571266666666666,admit,admit,frank,0.85,block2,Yes,NA,English,33,51
C,3705,high_prior,438,57,ai,Olivia works the third shift,9.571266666666666,say,say,olivia,0.9,block2,Yes,NA,English,33,52
C,13966,high_prior,439,5,projective,Mary is taking a prenatal yoga class,6.872133333333333,announce,announce,mary,0.94,block1,Yes,NA,English,32,1
C,10239,low_prior,439,6,projective,Frank is allergic to cats,6.872133333333333,reveal,reveal,frank,0.91,block1,Yes,NA,English,32,2
C,9024,high_prior,439,7,projective,Josh is a 5-year old boy,6.872133333333333,be_annoyed,be_annoyed,josh,0.82,block1,Yes,NA,English,32,3
C,8239,high_prior,439,8,projective,Grace loves her sister,6.872133333333333,think,think,grace,0.26,block1,Yes,NA,English,32,4
C,6815,low_prior,439,9,projective,Jayden doesn't have a driver's license,6.872133333333333,prove,prove,jayden,0.21,block1,Yes,NA,English,32,5
C,21656,low_prior,439,10,projective,Sophia is a high end fashion model,6.872133333333333,admit,admit,sophia,0.04,block1,Yes,NA,English,32,6
C,5761,high_prior,439,11,projective,Zoe is a math major,6.872133333333333,say,say,zoe,0.15,block1,Yes,NA,English,32,7
C,4520,high_prior,439,12,projective,Danny loves cake,6.872133333333333,pretend,pretend,danny,0.09,block1,Yes,NA,English,32,8
C,10280,high_prior,439,13,projective,Charley lives in Mexico,6.872133333333333,suggest,suggest,charley,0.24,block1,Yes,NA,English,32,9
C,6024,low_prior,439,14,projective,Tony has been sober for 20 years,6.872133333333333,demonstrate,demonstrate,tony,0.01,block1,Yes,NA,English,32,10
C,6808,low_prior,439,15,projective,Owen lives in New Orleans,6.872133333333333,confess,confess,owen,0.09,block1,Yes,NA,English,32,11
MC,9056,NA,439,16,projective,Many children like ice cream,6.872133333333333,MC,MC,kids,0,block1,Yes,NA,English,32,12
C,6016,low_prior,439,17,projective,Jackson is obese,6.872133333333333,hear,hear,jackson,0.68,block1,Yes,NA,English,32,13
MC,7768,NA,439,18,projective,Muffins are sold at the bakery,6.872133333333333,MC,MC,muffins,0.04,block1,Yes,NA,English,32,14
MC,5264,NA,439,19,projective,Hats are worn on the head,6.872133333333333,MC,MC,hat,0,block1,Yes,NA,English,32,15
C,13063,high_prior,439,20,projective,Olivia works the third shift,6.872133333333333,discover,discover,olivia,0.7,block1,Yes,NA,English,32,16
MC,5176,NA,439,21,projective,Ballet is a type of dance,6.872133333333333,MC,MC,ballet,0.01,block1,Yes,NA,English,32,17
C,7903,high_prior,439,22,projective,Emma is in law school,6.872133333333333,be_right,be_right,emma,0.02,block1,Yes,NA,English,32,18
C,7928,high_prior,439,23,projective,Jon lives 2 blocks away from work,6.872133333333333,acknowledge,acknowledge,jon,0.79,block1,Yes,NA,English,32,19
MC,7656,NA,439,24,projective,Pizza is sold at the pizzeria,6.872133333333333,MC,MC,pizza,0.06,block1,Yes,NA,English,32,20
C,33585,low_prior,439,25,projective,Mia is a nun,6.872133333333333,confirm,confirm,mia,0.03,block1,Yes,NA,English,32,21
MC,7408,NA,439,26,projective,Garages are used to store cars and other things,6.872133333333333,MC,MC,garage,0.03,block1,Yes,NA,English,32,22
C,7856,low_prior,439,27,projective,Josie doesn't have a passport,6.872133333333333,inform,inform,josie,0.48,block1,Yes,NA,English,32,23
C,5928,high_prior,439,28,projective,Julian is Cuban,6.872133333333333,know,know,julian,0.8,block1,Yes,NA,English,32,24
C,6096,low_prior,439,29,projective,Emily never has any money,6.872133333333333,establish,establish,emily,0.52,block1,Yes,NA,English,32,25
C,23584,low_prior,439,30,projective,Isabella is a vegetarian,6.872133333333333,see,see,isabella,0.47,block1,Yes,NA,English,32,26
C,10599,high_prior,439,32,ai,Julian is Cuban,6.872133333333333,know,know,julian,0.94,block2,Yes,NA,English,32,27
C,5952,low_prior,439,33,ai,Jayden doesn't have a driver's license,6.872133333333333,prove,prove,jayden,0.89,block2,Yes,NA,English,32,28
C,4696,high_prior,439,34,ai,Grace loves her sister,6.872133333333333,think,think,grace,0.8200000000000001,block2,Yes,NA,English,32,29
C,4384,high_prior,439,35,ai,Charley lives in Mexico,6.872133333333333,suggest,suggest,charley,0.21999999999999997,block2,Yes,NA,English,32,30
C,4504,low_prior,439,36,ai,Mia is a nun,6.872133333333333,confirm,confirm,mia,0.17000000000000004,block2,Yes,NA,English,32,31
MC,3616,NA,439,37,ai,Ballet is a type of dance,6.872133333333333,MC,MC,ballet,0.020000000000000018,block2,Yes,NA,English,32,32
C,3744,low_prior,439,38,ai,Jackson is obese,6.872133333333333,hear,hear,jackson,0.48,block2,Yes,NA,English,32,33
C,5264,low_prior,439,39,ai,Josie doesn't have a passport,6.872133333333333,inform,inform,josie,0.77,block2,Yes,NA,English,32,34
MC,2616,NA,439,40,ai,Muffins are sold at the bakery,6.872133333333333,MC,MC,muffins,0.040000000000000036,block2,Yes,NA,English,32,35
C,2416,high_prior,439,41,ai,Jon lives 2 blocks away from work,6.872133333333333,acknowledge,acknowledge,jon,0.63,block2,Yes,NA,English,32,36
MC,2544,NA,439,42,ai,Many children like ice cream,6.872133333333333,MC,MC,kids,0.030000000000000027,block2,Yes,NA,English,32,37
C,3440,high_prior,439,43,ai,Josh is a 5-year old boy,6.872133333333333,be_annoyed,be_annoyed,josh,0.77,block2,Yes,NA,English,32,38
C,4016,low_prior,439,44,ai,Sophia is a high end fashion model,6.872133333333333,admit,admit,sophia,0.89,block2,Yes,NA,English,32,39
C,5872,low_prior,439,45,ai,Isabella is a vegetarian,6.872133333333333,see,see,isabella,0.9299999999999999,block2,Yes,NA,English,32,40
C,2352,high_prior,439,46,ai,Zoe is a math major,6.872133333333333,say,say,zoe,0.64,block2,Yes,NA,English,32,41
C,2064,low_prior,439,47,ai,Tony has been sober for 20 years,6.872133333333333,demonstrate,demonstrate,tony,0.8,block2,Yes,NA,English,32,42
C,2456,high_prior,439,48,ai,Danny loves cake,6.872133333333333,pretend,pretend,danny,0.62,block2,Yes,NA,English,32,43
C,2448,high_prior,439,49,ai,Olivia works the third shift,6.872133333333333,discover,discover,olivia,0.5900000000000001,block2,Yes,NA,English,32,44
MC,2432,NA,439,50,ai,Hats are worn on the head,6.872133333333333,MC,MC,hat,0.030000000000000027,block2,Yes,NA,English,32,45
C,3336,low_prior,439,51,ai,Frank is allergic to cats,6.872133333333333,reveal,reveal,frank,0.5800000000000001,block2,Yes,NA,English,32,46
C,2192,low_prior,439,52,ai,Emily never has any money,6.872133333333333,establish,establish,emily,0.63,block2,Yes,NA,English,32,47
MC,2232,NA,439,53,ai,Garages are used to store cars and other things,6.872133333333333,MC,MC,garage,0.06000000000000005,block2,Yes,NA,English,32,48
C,4664,low_prior,439,54,ai,Owen lives in New Orleans,6.872133333333333,confess,confess,owen,0.6,block2,Yes,NA,English,32,49
C,3800,high_prior,439,55,ai,Emma is in law school,6.872133333333333,be_right,be_right,emma,0.16000000000000003,block2,Yes,NA,English,32,50
MC,2312,NA,439,56,ai,Pizza is sold at the pizzeria,6.872133333333333,MC,MC,pizza,0.020000000000000018,block2,Yes,NA,English,32,51
C,2376,high_prior,439,57,ai,Mary is taking a prenatal yoga class,6.872133333333333,announce,announce,mary,0.4,block2,Yes,NA,English,32,52
C,14597,low_prior,440,5,projective,Jayden doesn't have a driver's license,8.8251,be_annoyed,be_annoyed,jayden,0.98,block1,Yes,NA,English,41,1
C,18767,high_prior,440,6,projective,Owen lives in Chicago,8.8251,acknowledge,acknowledge,owen,0.8,block1,Yes,NA,English,41,2
MC,6837,NA,440,7,projective,Many children like ice cream,8.8251,MC,MC,kids,0.02,block1,Yes,NA,English,41,3
C,11628,high_prior,440,8,projective,Josie loves France,8.8251,think,think,josie,0.02,block1,Yes,NA,English,41,4
MC,9319,NA,440,9,projective,Pizza is sold at the pizzeria,8.8251,MC,MC,pizza,0.01,block1,Yes,NA,English,41,5
C,15686,high_prior,440,10,projective,Julian is Cuban,8.8251,suggest,suggest,julian,0.04,block1,Yes,NA,English,41,6
C,13632,high_prior,440,11,projective,Olivia works the third shift,8.8251,establish,establish,olivia,0.26,block1,Yes,NA,English,41,7
C,13226,high_prior,440,12,projective,Emma is in law school,8.8251,inform,inform,emma,0.77,block1,Yes,NA,English,41,8
C,10726,low_prior,440,13,projective,Jackson is obese,8.8251,demonstrate,demonstrate,jackson,0.11,block1,Yes,NA,English,41,9
MC,8627,NA,440,14,projective,Ballet is a type of dance,8.8251,MC,MC,ballet,0.01,block1,Yes,NA,English,41,10
MC,7186,NA,440,15,projective,Muffins are sold at the bakery,8.8251,MC,MC,muffins,0.01,block1,Yes,NA,English,41,11
C,7320,low_prior,440,16,projective,Frank is allergic to cats,8.8251,announce,announce,frank,0.01,block1,Yes,NA,English,41,12
MC,7346,NA,440,17,projective,Hats are worn on the head,8.8251,MC,MC,hat,0.05,block1,Yes,NA,English,41,13
C,6665,high_prior,440,18,projective,Isabella is from Argentina,8.8251,admit,admit,isabella,0.72,block1,Yes,NA,English,41,14
MC,5954,NA,440,19,projective,Garages are used to store cars and other things,8.8251,MC,MC,garage,0.04,block1,Yes,NA,English,41,15
C,6915,low_prior,440,20,projective,Mia is a nun,8.8251,prove,prove,mia,0.69,block1,Yes,NA,English,41,16
C,15287,low_prior,440,21,projective,Josh is a 75-year old man,8.8251,discover,discover,josh,0.51,block1,Yes,NA,English,41,17
C,6620,high_prior,440,22,projective,Sophia is a hipster,8.8251,confirm,confirm,sophia,0.02,block1,Yes,NA,English,41,18
